,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,name,author,place,info,genre,receipt,valid,style1,style2
76,76,124,124,124,Вирсавия,Брюллов (до 1822 – Брюлло) Карл Павлович,9,"Сюжет заимствован из 2-й Книги Царств Ветхого Завета (11: 2–3). Вирсавия – жена полководца Урии, служившего царю Давиду. Давид увидел Вирсавию во время купания и приказал послать Урию на верную смерть, после чего взял Вирсавию в свой дворец. В наказание за этот грех первенец Давида умер на седьмой день. Брюллову интересен не столько сюжет, сколько древняя восточная культура, ее пряная красота. Мотив – обнаженное тело, освещенное солнцем, – позволял художнику блеснуть своим декоративным даром. Лицо героини остается в тени, но силуэт подсвечен, что создает ощущение живой плоти; по холсту тут и там разбросаны цветные рефлексы. Мраморную белизну кожи оттеняет фигура черной служанки, привнося в картину легкий привкус эротики","историческая картина, ню",Пост. в 1925 из Румянцевского музея,True,Романтизм,Классицизм
77,77,126,126,126,Владимирка,Левитан Исаак Ильич,37,"Мотив дороги, характерный для русского искусства XIX века, становится у Левитана основой подлинно философского пейзажа. При работе над полотном ему было важно помнить, что Владимирский тракт – путь каторжан, однако многогранное содержание картины передается художником чисто живописными средствами. Уходящая в даль дорога с крестом-голубцом на обочине уводит взгляд в глубину картины, а облака, как бы выплывающие нам навстречу, задают возвратное движение, фиксируя плоскость холста. Повествование о мире переводится в план эмоционального переживания, предвосхищая поиски мастеров следующих поколений. Этому же способствуют и тончайшие цветовые переходы в написании земли и неба, мелкий трепетный мазок, одухотворяющий живописную поверхность. Движение и покой, краткость жизни и вечная красота мира – вот далеко не полный круг ассоциаций, которые вызывает картина",пейзаж,Дар автора в 1894.,True,Импрессионизм,Реализм
78,78,128,128,128,Внутренность юрты богатого киргиза. 1869-1870					,Верещагин Василий Васильевич,27,,,Приобр. П.М.Третьяковым в 1874 у автора,True,Реализм,
79,79,129,129,129,"Вода и камни под Палаццуоло, близ Флоренции",Иванов Александр Андреевич,12,,пейзаж,Пост. в 1925 из Румянцевского музея,True,Академизм,
80,80,131,131,131,Возвращение стада,Васильев Федор Александрович,18,,,Приобр. П.М.Третьяковым,True,Реализм,
81,81,132,132,132,Волжские лагуны. 1870					,Васильев Федор Александрович,18,,,Приобр. П.М.Третьяковым в 1874 на посмертной выставке произведений художника,True,Реализм,
82,82,133,133,133,Воспитанница,Неврев Николай Васильевич,16,,,Приобр. П.М. Третьяковым,True,Реализм,
83,83,135,135,135,Всадник-воин в Джайпуре. 1881					,Верещагин Василий Васильевич,27,,,Приобр. П.М.Третьяковым в 1882 у автора,True,Реализм,
84,84,136,136,136,Всадница (портрет воспитанниц графини Ю.П. Самойловой - Джованнины и Амацилии),Брюллов (до 1822 – Брюлло) Карл Павлович,9,"Изображены сестры Джованнина и Амацилия Пачини, воспитанницы графини Ю.П.Самойловой, с которой Брюллова связывала близкая дружба.В картине ""Всадница"" важно не столько повествование, сколько действие. Старшая из сестер резко останавливает разгоряченного коня, но сама остается абсолютно спокойной. Дикая сила, покоряющаяся хрупкой красоте, – один из излюбленных мотивов романтизма. Лицо девушки идеально прекрасно. Итальянский тип внешности считался во времена Брюллова совершенным, и художник с удовольствием его обыгрывает. Изысканные переливы красок, искрящиеся ткани – каждая деталь словно провозглашает великолепие этого ""лучшего из миров""",портрет,Приобретено П.М.Третьяковым в 1893 у комиссионера Ж.-Ф. Дюлу через Петербургское общество для заклада движимых имуществ,True,Романтизм,Классицизм
85,85,137,137,137,Все в прошлом,Максимов Василий Максимович,23,"Характерная для бытового жанра второй половины XIX века литературная повествовательность соединяется в картине В.М.Максимова с чувством тоски о прошедшей жизни. Этому ностальгическому чувству вторит образ старинного парка на втором плане картины. С пристальным вниманием передает художник детали одежды, натюрморт на столе, предметы обихода – весь быт пожилых людей. Вместе с тем исполненный вечной красоты весенний пейзаж с пышным кустом сирени в центре картины вносит в эмоциональный строй полотна светлую ноту оптимизма, что иллюстрирует также возрастание роли пейзажа в русской живописи 1880-х годов",бытовой жанр,Приобретено П.М.Третьяковым в 1889 у автора,True,Реализм,
86,86,138,138,138,Встреча иконы. 1878					,Савицкий Константин Аполлонович,23,,,Приобр. П.М. Третьяковым в 1878 у автора,True,Реализм,
87,87,139,139,139,Всюду жизнь,Ярошенко Николай Александрович,24,"Тема социальных противоречий была одной из важнейших для Ярошенко. Картина написана под впечатлением рассказа Л.Н.Толстого ""Чем люди живы?"". Художник первоначально предполагал назвать ее ""Где любовь, там и Бог"". В окне арестантского вагона сгрудились заключенные, кормящие голубей. Идея картины – человечность, сохраненная в нечеловеческих условиях. Центральная группа напоминает Святое семейство. У Ярошенко, как и у многих художников-передвижников, евангельские параллели служат для усиления социального звучания полотна. ""Как много она говорит сердцу"", – сказал о картине Л.Н.Толстой",бытовой жанр,Приобретено П.М.Третьяковым в 1888 у автора,True,Реализм,
88,88,141,141,141,Гималайский пони,Верещагин Василий Васильевич,27,,,Приобр. П.М.Третьяковым в 1880 на аукционе произведений В.В.Верещагина в Петербурге,True,Реализм,
89,89,142,142,142,Гитарист. 1823					,Тропинин Василий Андреевич,13,,портрет,Пост. в 1917 у М.С. и Х.С.Барышниковых.,True,Романтизм,
90,90,143,143,143,Главная улица в Самарканде с высоты цитадели ранним утром. 1869-1870					,Верещагин Василий Васильевич,27,,,Приобр. П.М.Третьяковым в 1874 у автора,True,Реализм,
91,91,144,144,144,Глицинии,Сарьян Мартирос Сергеевич,48,,,Приобр.Советом галереи у автора.М.,True,,
92,92,145,145,145,Гобелен,Борисов-Мусатов Виктор Эльпидифорович,45,,,Пост. в 1917 из собр. В.О.Гиршмана,True,,
93,93,147,147,147,Голова Иоанна Крестителя,Иванов Александр Андреевич,10,,,Пост. в 1925 из Румянцевского музея (дар вел.княгини Елены Павловны),True,Академизм,
94,94,148,148,148,Голова мальчика-пиффераро,Иванов Александр Андреевич,10,,,Пост. в 1892 из собр. Сергея Михайловича Третьякова,True,Академизм,
95,95,149,149,149,Голова Марии Магдалины. 1834					,Иванов Александр Андреевич,10,,,Пост. в 1925 из Румянцевского музея (дар К.Т.Солдатенкова),True,Академизм,
96,96,150,150,150,"Голова молодой женщины с серьгами и ожерельем на темно-оливковом фоне, в повороте головы Христа",Иванов Александр Андреевич,12,,портрет,Пост. в 1925 из Румянцевского музея (дар С.А.Иванова в 1877),True,Академизм,
97,97,151,151,151,Голова раба,Иванов Александр Андреевич,10,,,Пост. в 1925 из Румянцевского музея,True,Академизм,
98,98,153,153,153,Голуби. 1772					,Гроот Иоганн Фридрих (Иван Федорович),4,,анималистический жанр,Пост. в 1929 из Музея иконописи и живописи им. И.С.Остроухова,True,,
99,99,154,154,154,Голубой фонтан,Кузнецов Павел Варфоломеевич,46,"Картина написана художником в ранний символистический период. Видимая реальность растворяется в стихии интуитивных импульсов, погружаясь в пространство грез и сновидений. Образ фонтана символизирует мистический круговорот жизни, который пронизывает и одухотворяет все сущее. Призрачное свечение, исходящее от картины, напоминает о присутствии в этом мире отблеска неземного света. На полотне передано утреннее, недовоплощенное состояние мира. Невольно возникают ассоциации с лазурным царством нерожденных младенцев из драмы бельгийского писателя-символиста Мориса Метерлинка ""Синяя птица"". В орнаментальной вязи мазков, стекающих подобно музыкальными мелодиями, сплетаются струи фонтанов и ветви деревьев. Появляются призрачные существа, они еще не родились, еще не отделились от первичного хаоса, но уже вовлечены в неумолимую череду жизненных циклов. Одна из основных тем символизма – тема Вечной женственности – приобретает у Кузнецова новый смысловой оттенок и трактуется как тема Вечного материнства, бесконечного круговорота рождений",синтетическая композиция,Приобр. у И.И.Трояновского.,True,Модернизм,
100,100,155,155,155,Голубые гортензии,Сапунов Николай Николаевич,46,"Изображение живых цветов Сапунов представил как декоративное панно. Картина завораживает множеством оттенков голубого, что отражает мистическое понимание ""небесного"" цвета, характерное для символизма. Появление картины в творчестве Сапунова связано с сенсационной выставкой художников-символистов под названием ""Голубая роза"". Голубые цветы символизируют причастность к высшей гармонии, которая открывается лишь взору избранных. Цветы олицетворяют синтез биологизма и духовности, совершенную форму жизни. Благодаря тающим мазкам разбелёной темперы, Сапунов добивается призрачной зыбкости изображения. Кажется, что цветы видятся ему не наяву, а появляются как воспоминание, как образ ускользающего высшего совершенства. Художник погружается в призрачный сад человеческой души, в которой произрастают столь экзотические цветы",натюрморт,Приобр.Советом галереи у автора.,True,Символизм,
101,101,156,156,156,"Гонец. ""Восста род на род""",Рерих Николай Константинович,47,"Сюжет картины навеян образами языческой Руси. В ней отразились черты северного модерна с характерной для него атмосферой седой старины, мрачного величия прошлого и древнего ужаса. Рерих добивается ощущения глубины веков с помощью таинственного сине-зеленого колорита, создающего тревожное настроение. Тьма скрадывает очертания берега, превращая его в пугающе-темную, полную ночных тайн землю, враждебную одиноким гребцам. Художник передает восприятие окружающего мира, характерное для язычников, обожествлявших все природные стихии и явления. Так появление рогатого месяца для гонцов доброе предзнаменование. В манере исполнения картины проявилось как влияние А.И.Куинджи, учеником которого был Рерих, так и увлечение художника прикладным искусством, что воплотилось в раме, изготовленной по рисунку самого мастера, украшенной магическими изображениями животных, составляющей единое декоративное целое с живописным полотном",мифологическая картина,Приобр. П.М.Третьяковым в 1897 у автора,True,Романтизм,
102,102,157,157,157,Горная дорожка. Крым,Шишкин Иван Иванович,25,,,Приобр. П.М.Третьяковым в 1892 у автора,True,Реализм,
103,103,160,160,160,Грот Матроманио на острове Капри. 1827					,Щедрин Сильвестр Феодосиевич,8,,,Приобретено П.М.Третьяковым в 1868 у Д.Е.Бернардаки,True,Классицизм,
104,104,162,162,162,"Два мальчика на фоне пейзажа, в позах мальчика, выходящего из воды, и старика, опирающегося на палку",Иванов Александр Андреевич,10,,,Приобр. П.М.Третьяковым,True,Академизм,
105,105,163,163,163,Два факира. 1874-1876					,Верещагин Василий Васильевич,27,,,Приобр. П.М.Третьяковым в 1880 на аукционе произведений В.В.Верещагина в Петербурге,True,Реализм,
106,106,165,165,165,Двери Тимура (Тамерлана),Верещагин Василий Васильевич,27,"Важное место в творчестве В.В. Верещагина занимала тема Востока. Его интересовали история, культура, быт живущих здесь народов. ""Двери Тимура (Тамерлана)"" – одна из картин серии, ставшей результатом двух поездок художника в Туркестан. С документальной точностью изображает мастер декоративный резной орнамент дверей мавзолея Гур-Эмир в Самарканде, яркие экзотические одежды вооруженных стражников. Одновременно статичность композиции, позы воинов, застывших у дверей, создают ощущение устойчивости, незыблемости жизни Востока в противовес динамике европейской цивилизации. Неслучайно И.Н.Крамской писал: ""Эти тяжелые, страшно старые двери с удивительной орнаментацией, эти фигуры, сонные, неподвижные, как пуговки к дверям, как мебель какая-нибудь, как тот же орнамент, так переносят в Среднюю Азию... что напишите книг, сколько хотите, не вызовете такого впечатления, как одна такая картина""",,Приобр. П.М.Третьяковым в 1874 у автора,True,Реализм,
107,107,166,166,166,"Дворник, отдающий квартиру барыне",Перов Василий Григорьевич,17,,,Пост. в 1929 из Музея иконописи и живописи им. И.С. Остроухова,True,Реализм,
108,108,167,167,167,Дебри. 1881					,Шишкин Иван Иванович,25,,,Приобр. П.М.Третьяковым,True,Реализм,
109,109,168,168,168,"Девочка в маковом венке, с гвоздикой в руке (Мариучча)",Кипренский Орест Адамович,8,,,Пост. в 1924 из собр. П.И. и В.А.Харитоненко,True,Романтизм,Академизм
110,110,169,169,169,Девочка и фарфор (Фрося),Головин Александр Яковлевич,44,"Для художников ""Мира искусства"", к которым принадлежал и Головин, характерна игра с предметами в картине. Даже портреты и натюрморты, написанные им с натуры, готовы уподобиться театральным декорациям. Именно так смотрятся цветы и фарфор на этом полотне. Театрализуя действительность, Головин драматизирует ""заросли"" цветов. В картине происходит трансформация предметов: ""живая"" роза оказывается подобна той, что нарисована на фарфоровой вазе. Сахарница и чайничек изображены один за другим, обманывая зрителя идеей зеркального отражения, а две вазы воспринимаются как отражение одна в другой. Упоминаемое в заголовке имя девочки (это была пятилетняя дочь дворника) заставляет думать о портретном начале произведения. Но внимательный глаз зрителя подскажет, что она – такой же декоративный элемент произведения, как и пышные букеты. Все построение картины несет в себе элемент случайности, хотя это намеренно выстроенная композиция, о чем говорит равновесие всех ее элементов",портрет,Пост. в 1927 из Гос. музея нового западного искусства,True,,
111,111,171,171,171,Девочка с персиками,Серов Валентин Александрович,41,"Картина передает атмосферу артистизма царившую в Абрамцеве. В ней воплотился идеал ""отрадного"", определивший дальнейший путь русского импрессионизма. В центре – портретный образ старшей дочери С.И.Мамонтова Веры. Художника увлекает гармоничный внутренний мир этой маленькой ""музы"" Абрамцевского кружка. Вокруг портретного изображения девочки Серов ""собирает"" фрагменты интерьера, пейзажа, натюрморта. Льющийся из окна свет растворяет контуры предметов. Помещенную против света фигуру модели, Серов написал в теплых тонах – контрастных холодным тонам пространства. Эти импрессионистические открытия, а также цветовые рефлексы, дробные мазки наполняют изображение внутренним движением, организованным вокруг центрального композиционного треугольника. Картина обладает особой притягательностью благодаря ""обратной композиции"", развернутой на зрителя. Нетерпеливость позы модели соединяется с задумчивостью, таящейся в глубине ее черных глаз. Художник достигает равновесия душевного состояния девочки и окружающего ее мира","портрет, бытовой жанр",Приобр. в 1929 у А.С.Мамонтовой.,True,Импрессионизм,Модернизм
112,112,173,173,173,"Девушка, кормящая голубей",Бакшеев Василий Николаевич,36,,,Приобр. П.М.Третьяковым в 1887 у автора,True,Реализм,
113,113,174,174,174,"Девушка, освещенная солнцем. Портрет М.Я.Симонович",Серов Валентин Александрович,41,"Художнику позировала Мария Яковлевна Симонович (1864–1955), его кузина. Своеобразие композиции выразилось в том, что модель помещена под сенью деревьев. Дробными мазками Серов передает игру солнечных зайчиков, мелькание цветных теней. Теплые, ласковые лучи не нарушают завороженного состояния юной героини. Ее расслабленная поза усиливает впечатление растворенности в световых бликах и радужных всполохах. Цветными импрессионистическими рефлексами покрыты только лицо, белая блуза и руки девушки, а обрамляющие ее фигуру детали написаны темными красками. Поражает мастерство художника в изображении глаз модели, из которых словно струится тихий свет. Так возникает образ взаимопроникновения солнечного света и света человеческой души","портрет, пейзаж",Приобр. П.М.Третьяковым в 1888  автора.,True,Импрессионизм,Модернизм
114,114,175,175,175,Дедал привязывает крылья Икару. 1777					,Соколов Петр Иванович,4,"На сюжет из античной мифологии. Легендарный афинский строитель и художник Дедал, совершив преступление, был вынужден бежать вместе с сыном Икаром на остров Крит к царю Миносу. По приказу Миноса он построил знаменитый лабиринт для чудовища Минотавра. Сын афинского царя Тезей убил Минотавра. Хитроумный Дедал передал дочери Миноса Ариадне клубок нитей, с помощью которого Тезей выбрался из лабиринта. Разгневанный Минос заточил Дедала вместе с сыном в башне на скале. Дедал сделал себе и Икару крылья из птичьих перьев, скрепив их воском, благодаря которым они покинули темницу. Но Икар поднялся слишком высоко к солнцу. Лучи растопили воск, крылья распались, и юноша погиб, упав с огромной высоты в море. Художник воспользовался античным сюжетом для демонстрации красоты и гармонии обнаженного человеческого тела, сопоставления пропорций мужской и юношеской фигур. Картина считалась в Академии художеств образцовой и использовалась для копирования.",,Пост. в 1924 из ГМФ (Ленинград),True,,
115,115,176,176,176,Демон (сидящий),Врубель Михаил Александрович,33,"Картина – первое значительное произведение русского символизма, определившее его главную тему – стремление творческой личности к высшей красоте. Художник творит образ, созвучный духовным исканиям своей эпохи. Он утверждает, что его герой – ""это дух, но дух не столько злобный, сколько страдающий и скорбный, и, при всем этом дух величавый и властный"".Облику Демона свойственна противоречивость: одухотворенный лик и могучее тело. Жест сцепленных могучих рук подобен разрываемым оковам. Герой погружен в меланхолическое созерцание гаснущих красок заката. Его мощной фигуре тесно в горизонтальном формате композиции. Но печаль Демона не бесплодна. Мир вокруг него является в новом преображенном состоянии. Художник передает метаморфозы форм, в результате чего цветы становятся подобными кристаллам. Работая мастихином (тонкой стальной пластиной), Врубель словно соединяет приемы живописца и скульптора, что проявляется в создании форм, похожих на ограненные камни. В результате рождается монументальная техника, имитирующая мозаику. Тема Демона, олицетворяющего вечную борьбу мятущегося духа, стала главной в творчестве художника",мифологическая картина,Пост. в 1917 из собр. В.О.Гиршмана,True,Символизм,Модернизм
116,116,177,177,177,Дервиши в праздничных нарядах. Ташкент,Верещагин Василий Васильевич,27,,,Приобр. П.М.Третьяковым в 1874 у автора,True,Реализм,
117,117,181,181,181,Дилетант. 1862					,Перов Василий Григорьевич,17,,,Приобр. П.М. Третьяковым,True,Реализм,
118,118,182,182,182,Днепр утром. 1881					,Куинджи Архип Иванович,21,,,Приобр. П.М.Третьяковым в 1882 у автора,True,Реализм,
119,119,184,184,184,Дорога во ржи. 1866					,Шишкин Иван Иванович,25,,,"Приобретено в 1994 у Е.А.Иоаниди, Москва",True,Реализм,
120,120,185,185,185,Дубки. 1886					,Шишкин Иван Иванович,25,,,Пост. в 1925 из Румянцевского музея,True,Реализм,
121,121,189,189,189,Екатерина II на прогулке в Царскосельском парке (с Чесменской колонной на фоне). 1794					,Боровиковский Владимир Лукич,7,"Екатерина II (1729–1796) изображена в соответствии с идеалом сентиментализма. Художник представляет ее в виде созерцательницы, совершающей прогулку в сопровождении своей любимой левретки и предающейся размышлениям на лоне природы. Вполне возможно, что этот портрет явился прообразом заключительной сцены повести А.С.Пушкина «Капитанская дочка». Государыня изображена не в дворцовом интерьере, а среди густой зелени парка, ее одежда подчеркнуто неофициальна. Нет и привычных для императорского портрета атрибутов власти. Однако поза императрицы полна достоинства. Движения и жест, которым она указывает на Чесменскую колонну, воздвигнутую в честь победы в русско-турецкой войне (1768–1774), сдержанны и величественны. Окружающая ее природа прекраснее, чем пышные парадные залы. Впервые в русском искусстве фон портрета становится важным элементом в характеристике героя. Художник воспевает бытие человека среди естественного окружения, трактует природу как источник эстетического наслаждения.",портрет,Пост. в 1924 из особняка Наркоминдела,True,Ориентализм,
122,122,192,192,192,Жена-модница (Львица). 1849					,Федотов Павел Андреевич,15,,,Дар П.М.Третьякова в 1896,True,,
123,123,194,194,194,За туалетом. Автопортрет,Серебрякова Зинаида Евгеньевна,44,"Композиция представлена как отражение в зеркале, что традиционно для жанра автопортрета. Этот прием привносит оттенок интимности и одновременно создает необходимую отстраненность. Художница за утренним туалетом словно смотрит на себя со стороны, как на позирующую модель. Мотив ""зазеркалья"" не вызывает чувства таинственности. Даже свечи, обычно символизирующие в живописи быстротечность времени, в светлой атмосфере картины будто забывают о своем значении. Пространство комнаты наполнено оттенками белого цвета. От огромных блестящих карих глаз, приветливого лица героини исходит тепло. Руки и волосы создают обрамление для лица. Вместо атрибутов живописи – на туалетном столике атрибуты женской красоты. Серебрякова никак не демонстрирует свою принадлежность к собратьям по искусству. Возникает ощущение, что автопортрет написан для близких людей семейного круга",автопортрет,Приобр. Советом галереи в 1910 у автора,True,Импрессионизм,Ориентализм
124,124,195,195,195,"За чтением. Портрет Софьи Николаевны Крамской (1840-1919), жены художника",Крамской Иван Николаевич,20,"Для Крамского окончание занятий в Академии художеств в 1863 году совпало с таким важным событием жизни художника, как женитьба. ""Я не очарован и не влюблен, а люблю просто и обыкновенно, по-человечески, всеми силами души и чувствую себя только способным, если не на подвиги, то, по крайней мере, на серьезный труд"", – писал он. Своеобразие портрета жены, Софьи Николаевны Прохоровой (1840–1919),  объясняется сильным влиянием Карла Павловича Брюллова на творчество раннего Крамского. В портрете присутствует столь характерное для позднего романтизма желание поместить героиню в необычную, далекую от повседневности обстановку. Вот почему среди деревьев парка появляется мраморная тумба, увитая плющом. Главным в портрете является поэтическое восприятие красоты окружающего мира и человека, в нем находящегося",портрет,Пост. в 1929 из Музея иконописи и живописи им. И.С.Остроухова,True,Реализм,
125,125,196,196,196,Заброшенная мельница. 1871 - 1873					,Васильев Федор Александрович,18,,,Приобр. П.М.Третьяковым в 1887 у А.С.Нецветаева,True,Реализм,
126,126,198,198,198,Заключенный. 1878					,Ярошенко Николай Александрович,24,,,Приобр. П.М.Третьяковым в 1878 у автора,True,Реализм,
127,127,200,200,200,Запорожцы пишут письмо турецкому султану. 1880-1890					,Репин Илья Ефимович,30,,,Приобр. П.М.Третьяковым в 1891 у Д.И. Яворницкого,True,Реализм,
128,128,201,201,201,Заросший пруд. 1879					,Поленов Василий Дмитриевич,35,,,Приобр. в 1928 у Я.И. Ачаркана,True,Реализм,
129,129,204,204,204,Земство обедает,Мясоедов Григорий Григорьевич,23,"В картине отражены реалии пореформенной России 1860-х годов, когда стали возникать выборные органы местного самоуправления – земства. В эти учреждения избирались и крестьяне, но из-за высокого имущественного ценза число их было незначительно. Художник показывает неравноправное положение членов земской управы простым сюжетным ходом – ""земство обедает"" соответственно своему социальному положению. На земле расположились крестьяне, их обед – кусок хлеба и лук. Над их головами, в открытом окне буфетной, виден лакей, протирающий посуду для ""благородных"" представителей земства. Мясоедов не акцентирует критический аспект, ему важно показать сцену объективно, выводы зритель сделает сам. Художники-жанристы 1870-х отказывались от прямолинейности в изображении бытовых сцен, от ""указующего перста"" на явления социальной несправедливости",бытовой жанр,Приобр. в 1872 у автора,True,Реализм,
130,130,205,205,205,Зима в Москве. 1884-1887					,Суриков Василий Иванович,28,,,Приобр. в 1940 у наследников художника,True,Реализм,
131,131,207,207,207,Зимой,Коровин Константин Алексеевич,43,"Этюдность в манере письма – неотъемлемое качество живописного темперамента Коровина. Постепенно он отходит от картинной выстроенности и утверждает этюд как самоценную форму. Подобно своему любимому учителю А.К.Саврасову, Коровин видит скрытую поэзию и красоту в неказистом заборе, пасмурном дне, понурой лошадке, терпеливо стоящей в ожидании. Впечатления от французского импрессионизма окрасились лиричностью и грустью северной природы. В сером и белом цветах художник различает множество теплых и холодных оттенков, создающих перламутровое свечение. Серые тона он получает не путем соединения черного и белого, а смешивая контрастные – теплые и холодные. Поэтому поверхность картины переливается зеленым, розовым и золотым в изображении забора и стены дома, фиолетовым – полосы леса на горизонте. Рельефные мазки передают и фактуру снежной корки, и влажность зимнего воздуха, словно обволакивающего мягкой пеленой дом и деревья. По сравнению с другими яркими и сочными по цвету работами Коровина колорит картины сдержан, что, однако, не делает ее графичной",пейзаж,Приобр. в 1900 Советом ТГ у автора.,True,Импрессионизм,
132,132,208,208,208,Золотая осень,Левитан Исаак Ильич,37,"Многими своими чертами ""Золотая осень"" иллюстрирует возросший в 1890-х интерес к проблемам формы, к вопросам качества живописи и стиля.Это произведение соединяет в себе непосредственность натурного наблюдения с поисками обновленного пластического решения. Вполне традиционная живописная манера сочетается здесь со свободной, почти импрессионистической трактовкой отдельных деталей. При этом цвет не растворяется в свете, как в классическом импрессионизме, а сохраняет интенсивность, что вместе с пастозным экспрессивным мазком усиливает эмоциональную выразительность полотна",пейзаж,Дар П.М.Третьякова в 1896,True,Импрессионизм,Реализм
